realistic,investigative,artistic,social,enterprising,conventional,extraversion,agreeableness,conscientiousness,emotional_stability,openness,major
3.25,3.625,2.25,2.875,2.625,1.875,4,1,1,5,5,engineering
1.75,3.875,3.5,3.25,1.5,1.625,-1,5,4,3,4,history
2.5,5.0,4.0,4.25,3.625,1.5,0,2,5,0,6,nursing
1.75,3.625,3.5,4.625,3.25,1.875,3,5,5,0,4,child development and family studies
1.125,2.625,3.25,2.875,1.75,1.0,6,1,4,-4,3,psychology
1.0,3.0,3.125,3.375,1.0,1.0,3,2,6,4,5,psychology
1.875,1.625,1.125,2.375,3.75,4.25,-5,-1,4,-2,3,economics
1.0,3.375,2.75,4.25,2.375,1.375,0,3,4,-4,5,psychology
1.0,3.375,2.625,4.625,1.875,1.25,0,3,5,-4,4,psychology
1.0,3.125,4.25,3.5,2.5,1.5,-5,4,5,1,4,psychology
1.75,3.75,2.625,3.875,2.625,2.25,1,0,2,5,6,psychology
1.75,2.125,3.625,3.0,4.25,3.875,2,-1,4,2,4,business management
3.25,3.0,2.625,3.125,2.375,2.5,-3,2,5,4,4,psychology
1.5,1.875,4.375,3.125,2.875,3.75,0,6,2,1,4,business
1.0,2.75,1.875,3.875,3.625,3.375,-4,2,4,1,1,psychology
1.125,3.5,1.125,4.0,1.75,1.625,-5,3,6,4,-1,kinesiology
2.875,3.75,4.375,3.5,2.625,2.25,-5,6,4,-1,5,psychology
1.0,2.875,3.0,4.875,4.625,1.0,3,4,2,1,3,business
2.5,3.375,2.875,4.125,3.125,2.625,0,3,2,3,4,allied health
1.125,2.25,2.0,3.875,1.625,1.75,0,4,5,-3,-3,psychology
2.125,2.25,3.0,3.125,2.5,3.375,6,-1,4,5,5,political science
2.125,2.625,3.75,3.375,4.0,4.625,-1,3,6,1,5,accounting
1.0,2.75,1.75,2.375,1.25,1.0,4,2,1,-5,6,psychology
2.5,3.25,3.0,3.5,2.875,2.625,-3,3,-1,-2,2,psychology
1.75,4.5,2.625,2.875,2.375,2.125,-3,-5,4,3,4,neuroscience
2.5,3.625,4.75,4.0,3.125,2.5,4,-2,6,-2,6,psychology
1.0,3.125,3.375,3.75,3.375,2.625,-1,4,1,3,0,communications
1.625,3.0,1.75,3.375,1.0,1.0,2,-1,0,-3,5,behavioral health
2.875,5.0,3.125,3.5,1.125,2.375,-6,0,-1,-4,6,biotechnology
1.75,4.25,3.625,2.375,2.625,2.25,-3,5,6,-1,2,business
1.25,1.625,2.125,3.125,1.75,1.375,3,0,4,0,5,psychology
2.375,1.625,4.625,4.25,4.125,3.875,6,4,3,4,6,economics
1.0,1.625,3.75,4.125,2.75,2.375,-6,7,4,1,5,sociology
2.25,3.5,3.125,3.5,3.875,3.25,0,6,3,1,4,finance
3.0,1.75,1.5,2.5,3.75,4.125,-1,1,1,0,1,accounting
1.25,2.5,1.625,2.25,1.625,1.25,-2,2,0,-2,-3,accounting
2.625,2.25,2.875,3.5,4.125,3.25,1,0,-1,0,1,hospitality
4.625,2.875,2.375,3.75,3.875,3.75,1,1,4,3,2,mechanical engineering
1.125,1.0,2.625,2.0,2.125,3.75,4,1,6,1,5,communications
1.0,3.75,2.375,2.625,1.125,1.375,3,1,2,-5,4,psychology
1.375,2.25,2.0,2.0,2.875,2.0,2,1,1,1,-1,business
1.0,2.25,3.0,3.875,2.25,1.0,0,3,1,-4,5,psychology
1.25,1.875,3.0,3.25,2.375,2.625,-2,-1,3,0,3,speech pathology
2.25,3.75,3.25,3.625,3.25,2.375,0,1,1,1,5,english
3.625,4.125,4.0,4.375,4.5,3.625,2,2,5,6,5,engineering
2.75,2.25,4.0,3.75,2.5,2.375,-4,3,1,-4,1,music
1.5,2.125,3.375,4.25,2.75,1.375,-2,6,3,0,4,communications
1.0,2.75,2.25,4.0,1.125,1.25,-3,4,4,6,1,social work
1.5,2.375,1.625,4.25,2.5,3.375,3,2,5,5,6,psychology
1.625,3.0,4.875,4.75,4.125,2.125,6,5,4,5,6,psychology
2.0,3.625,3.125,4.25,3.375,2.0,4,3,4,1,0,psychology
1.625,2.125,3.625,3.625,2.25,2.0,-1,-1,3,-6,0,art
2.5,3.375,4.0,3.25,3.25,3.0,-4,4,2,3,3,business administration
1.375,3.875,1.625,4.125,1.5,1.875,-4,6,1,5,4,psychology
2.125,2.5,2.875,4.125,2.5,2.5,6,6,5,2,3,psychology
2.125,3.25,2.0,4.375,3.25,2.5,-1,3,3,4,3,psychology
4.25,4.875,4.625,4.375,3.875,4.25,6,-1,-3,3,6,bds
3.25,1.25,1.375,3.875,4.375,3.875,6,1,5,2,6,commerce
2.125,3.25,3.875,4.25,3.5,2.625,4,1,6,-2,5,commerce
1.625,2.375,2.5,2.75,3.75,3.125,-3,6,5,-1,1,psychology
2.875,3.375,4.125,4.125,3.625,2.125,-4,6,3,3,4,technology management
1.625,2.75,1.125,4.375,1.5,1.5,-4,4,4,-5,2,psychology
2.875,3.25,2.625,3.5,2.875,3.875,-3,0,4,4,1,it
2.625,3.875,3.125,3.0,1.25,1.625,-4,6,3,3,5,aerospace engineering
1.0,1.125,3.25,2.5,1.25,1.0,0,2,4,1,3,interdisciplinary studies
2.75,3.125,4.75,4.5,3.875,3.25,1,4,3,-1,5,marketing
1.5,1.125,1.125,2.75,2.625,3.0,-3,2,4,-4,-1,business
1.0,1.0,2.0,2.375,1.5,1.75,5,-3,1,-3,1,industrial psychology
2.375,3.0,2.625,3.75,3.25,3.375,3,0,1,2,4,supply chain management
1.375,3.5,1.25,1.25,1.625,1.375,6,-5,-5,6,6,mathematics
1.5,4.25,3.0,3.75,3.125,3.875,4,0,4,-2,0,astronomy
2.125,4.5,1.5,1.0,2.375,3.0,-4,-3,1,5,0,psychology
1.5,3.875,2.875,3.25,1.625,1.375,-5,6,-3,-1,2,arts
1.125,3.5,4.125,4.625,3.0,1.375,-2,4,-2,-2,5,medical
1.0,1.0,1.0,2.0,1.0,1.375,-6,5,4,2,4,psychology
1.5,1.5,1.625,2.5,1.625,1.625,5,2,5,4,6,marketing
1.5,1.875,1.5,2.625,2.125,4.0,-1,5,5,6,4,computer information systems
2.75,2.125,4.625,3.5,3.875,1.25,2,1,6,3,3,engineering
1.25,2.125,1.625,2.125,1.75,1.625,-2,0,6,0,1,psychology
1.0,2.375,2.0,3.75,2.875,1.875,-1,3,3,3,0,social work
2.875,2.75,3.0,3.5,3.375,3.5,0,0,-1,0,1,anthropology and sociology
1.875,2.375,1.75,2.5,2.375,4.125,-5,3,1,-1,-2,linguistics
2.25,1.0,1.5,2.375,1.625,2.375,5,-2,2,2,4,computer technology
2.25,4.875,3.75,4.5,2.125,1.375,-4,6,0,-1,0,psychology
4.0,4.125,3.25,2.875,1.75,2.375,1,4,-3,2,4,computer science
1.375,2.0,3.625,4.25,3.5,2.375,2,4,4,6,5,french
2.375,3.5,3.25,4.75,3.5,4.0,1,0,6,-2,5,history
1.625,2.0,2.625,2.5,1.625,2.25,-6,0,4,-2,-2,exploratory
3.0,4.375,3.25,1.0,1.0,3.5,-5,-3,0,-2,6,computer science
2.625,3.25,4.25,1.5,1.875,2.75,3,-3,2,-6,5,computer science
2.625,3.875,3.25,4.625,4.25,4.75,4,2,6,5,6,computer science
1.875,3.625,3.625,3.875,2.375,2.25,1,3,4,3,4,health sciences
2.125,4.0,2.25,5.0,3.0,3.375,1,6,6,5,3,nursing
2.5,3.875,2.25,3.5,2.625,3.625,3,4,6,5,5,biochem
2.625,2.75,3.0,2.625,2.625,2.625,0,1,1,-2,3,computer
2.5,4.25,3.75,4.875,2.125,3.375,1,6,6,6,4,biology
1.5,1.625,2.25,2.5,2.125,1.375,4,0,6,0,6,economics
1.0,3.75,3.875,3.0,1.5,1.5,-1,0,2,5,3,psychology
1.75,4.0,3.375,2.625,2.0,3.0,-3,-1,-1,-1,2,anthropology
2.375,2.125,2.5,2.375,3.375,2.75,0,1,3,-4,-2,psychology
2.0,3.5,3.125,2.25,2.5,1.875,-1,4,3,4,6,engineering
1.5,4.75,1.875,3.75,2.5,1.625,1,0,4,3,1,marine biologist
2.75,2.125,2.875,2.875,2.875,2.875,-2,4,3,0,4,business
1.125,1.875,1.75,3.75,2.625,3.25,0,0,2,6,0,business
2.75,3.875,3.75,4.375,2.625,3.25,0,3,1,-3,5,civil engineering
1.375,4.125,3.0,3.5,2.625,2.25,-5,3,3,-6,0,nursing
3.0,2.5,2.5,3.0,2.0,5.0,-4,1,4,-2,1,computer science
1.5,3.625,4.0,3.0,2.0,2.0,6,-1,4,0,6,public health
2.625,4.0,3.875,2.75,2.5,2.125,-2,4,1,0,4,liberal arts
3.25,3.125,2.375,3.0,2.5,3.125,-1,0,5,2,-1,general education
1.875,2.625,1.25,3.625,3.625,2.125,-4,2,5,5,-3,business administration
2.25,2.5,2.0,4.5,4.25,4.25,5,1,6,4,5,business
1.75,2.75,3.625,4.25,2.375,2.125,-1,2,5,-2,2,human services
2.75,3.75,3.75,3.0,2.75,2.375,-3,1,2,2,5,economics
1.5,2.5,1.375,2.125,1.0,3.5,-1,3,6,5,2,business
2.875,1.0,5.0,4.375,2.75,3.0,2,0,3,-3,4,business
1.0,1.75,1.75,3.75,1.25,1.5,-3,1,6,-2,-1,psychology
1.625,4.5,4.375,4.375,2.125,2.0,-1,4,1,-1,5,psychology
3.0,2.0,1.75,4.375,4.125,4.625,-1,-5,3,0,4,health care
2.125,1.75,1.75,1.875,1.5,1.125,-2,3,0,0,5,journalism
1.625,2.75,2.625,2.625,3.25,3.75,3,0,2,-4,3,psychology
1.0,1.875,3.0,3.75,2.75,1.875,4,5,0,-1,5,psychology
2.25,2.875,2.75,4.75,2.375,2.375,2,1,3,4,1,political
3.0,3.125,3.5,4.0,3.625,3.0,0,2,-2,0,0,english
1.875,3.875,3.375,4.75,2.375,1.25,0,3,5,-4,4,psychology
2.0,3.875,4.375,4.5,2.125,1.75,3,5,3,3,5,anthropology
1.0,1.875,1.25,2.0,2.5,1.25,-1,2,3,-2,4,business
1.75,3.375,3.125,4.0,1.0,1.0,5,6,4,6,6,psychology
1.875,3.25,3.875,4.75,4.25,4.0,-2,0,4,-5,2,psychology
2.75,3.25,1.875,4.375,1.875,2.125,3,2,1,5,3,business administration
4.25,3.625,3.75,3.875,2.875,3.75,0,0,0,-1,0,business management
2.5,2.5,1.625,1.75,2.875,2.875,-5,6,-4,-3,6,sports
1.0,1.0,1.5,3.625,3.5,3.5,2,2,0,-2,6,public policy
3.5,2.375,4.0,2.625,3.0,4.375,-5,1,0,-6,-3,history
2.75,4.25,3.625,3.5,2.875,2.5,0,1,3,2,4,psychology and business management
1.25,2.375,2.75,3.625,3.625,2.5,6,6,0,1,3,psychology and business
1.125,2.375,4.75,4.375,4.25,2.625,6,0,-1,0,5,psychology and business management
2.0,1.625,5.0,3.75,4.5,2.875,1,0,0,-3,6,music
3.5,4.125,2.5,1.75,4.125,5.0,5,5,2,0,-5,psychology
1.5,4.375,2.625,3.75,2.375,3.125,-4,-1,6,-2,2,psychology
2.625,1.75,1.25,2.5,2.0,1.375,4,0,6,6,0,sports management
2.125,2.375,4.375,4.0,3.75,2.375,0,5,6,5,5,sports management
2.875,4.0,1.75,2.375,2.75,3.625,2,1,1,1,-1,chemistry
1.0,3.75,1.75,2.5,1.25,1.0,-2,1,-1,-2,1,biology
1.125,3.25,3.25,4.0,2.5,2.25,2,3,3,-4,1,psychology
4.5,4.625,3.25,2.25,3.875,3.0,0,-5,5,5,5,criminal justice
2.125,3.625,3.375,3.625,3.25,2.375,1,1,5,0,5,pharmacy
1.0,2.5,2.75,4.125,3.125,3.5,0,5,5,6,5,psychology
1.125,1.375,1.75,2.25,2.125,1.0,4,2,4,0,5,liberal arts
4.125,4.5,4.0,5.0,5.0,4.875,1,1,6,5,2,psychology
1.625,3.5,2.25,4.875,3.5,1.75,6,2,4,0,0,accounting
1.625,4.25,3.0,3.5,2.5,2.75,5,3,6,6,4,psychology
2.625,4.125,2.25,2.5,2.5,2.75,-3,2,1,2,-1,pharmaceutical sciences
3.625,4.25,3.875,3.25,2.25,2.5,4,-1,6,5,5,architecture
2.125,3.625,4.125,3.75,2.125,2.625,2,3,3,4,4,art
2.375,3.25,3.875,3.75,3.375,2.25,5,0,3,-2,3,psychology
2.0,3.25,2.625,3.375,3.25,3.25,-1,2,2,1,3,psychology
1.375,2.25,2.125,1.5,2.625,1.875,-5,2,6,3,4,graphic design
2.125,2.25,1.25,1.5,1.625,1.125,-3,3,2,5,4,business
2.375,3.375,1.25,2.5,2.0,2.25,-6,1,4,2,1,information science
3.0,2.625,2.5,3.5,2.625,2.375,-2,-2,0,4,2,engineering
2.5,2.5,2.125,2.75,1.125,1.5,2,1,5,-2,4,criminal justice
1.125,3.5,1.5,1.625,2.125,2.75,-5,5,5,2,1,health studies
1.875,3.0,3.75,3.875,2.375,3.25,0,2,3,3,4,linguistics
2.125,2.75,3.75,3.75,1.75,2.125,6,2,4,-1,3,industrial engineering
1.5,4.125,3.5,3.375,3.25,3.0,1,-3,5,5,2,psychology
1.125,1.5,4.25,2.125,1.375,1.375,3,1,2,0,4,music education
2.0,1.875,1.0,1.25,1.375,1.625,-3,-2,-2,1,3,statistics
2.375,3.25,1.625,1.875,1.375,3.25,-5,-1,5,2,2,mechanical engineering
2.875,1.5,4.25,3.625,4.625,2.625,3,1,3,1,6,management
2.25,3.5,3.75,3.875,2.75,2.125,-1,1,1,2,0,psychology
2.875,3.375,2.375,2.375,2.75,2.125,-4,0,-5,-4,2,industrial design
1.5,4.25,1.0,2.75,2.0,5.0,-1,0,6,-2,5,nursing
1.125,1.25,1.375,2.375,2.625,2.625,3,0,3,0,0,business
1.875,2.875,4.5,4.0,2.25,1.125,4,2,1,2,6,history of art
1.0,2.125,3.125,2.75,3.75,2.25,0,-3,6,0,2,business
3.125,3.25,1.875,4.0,2.0,3.125,-1,0,4,1,1,social science
4.625,4.125,2.25,3.375,1.625,3.5,-1,1,-1,5,2,psychology
3.375,4.375,1.5,2.75,1.5,1.875,4,-3,5,-2,-3,biology
3.25,3.25,3.125,4.375,3.25,3.625,2,0,4,2,1,economic
1.5,3.0,4.125,3.875,4.0,2.75,6,2,3,4,5,psychology
3.0,4.125,4.25,2.875,4.375,3.375,1,-1,3,3,6,engineering
2.0,3.625,3.75,3.875,3.875,3.375,6,3,3,5,6,psychology
2.875,3.75,4.125,2.875,2.375,3.75,0,-1,3,-2,1,business
1.125,1.125,2.5,3.5,2.125,1.5,5,2,6,1,5,history and sociology
1.375,2.125,2.875,4.375,1.875,1.625,6,2,6,5,5,special education
3.0,4.25,3.875,3.125,4.25,4.125,5,2,6,1,5,business
2.625,2.875,3.625,2.375,2.375,2.875,-1,2,0,5,1,psycho
2.125,2.625,3.25,3.5,3.375,3.0,0,5,4,5,-2,global business
2.875,1.875,3.0,2.875,3.375,3.125,2,5,2,-2,1,business
2.0,2.5,4.125,3.5,4.0,3.0,4,1,0,4,3,global business
1.25,1.5,3.625,3.5,4.125,3.25,2,2,-1,0,0,business
3.125,3.125,2.625,3.5,3.5,3.25,2,0,1,-2,0,business management
1.75,2.375,3.25,4.125,4.125,3.75,1,4,5,6,5,business management
1.625,4.0,3.125,3.375,3.25,2.125,0,4,2,-1,4,nursing
2.625,4.5,4.875,3.5,3.75,3.0,-5,2,0,1,4,art
3.0,4.5,4.125,3.125,2.75,3.25,2,1,0,1,1,business management
4.0,4.625,1.625,3.75,2.25,4.0,0,0,2,2,-2,psychology
2.125,2.75,3.25,4.375,3.625,2.75,-3,4,3,3,-1,hospitality
1.625,2.25,3.25,3.625,4.0,2.125,0,3,-2,2,3,business
2.75,2.875,2.25,2.375,3.75,3.875,0,1,-5,-4,-4,marketing
3.625,4.0,3.0,2.75,3.75,4.0,-1,2,-2,0,-2,business
1.5,4.5,1.5,3.75,1.375,1.375,-2,3,3,-2,0,marine science
2.625,3.75,4.75,3.625,2.75,2.875,-3,6,-1,-4,0,english
1.25,4.5,1.25,2.375,1.375,1.875,0,5,2,0,4,psychology
1.25,1.5,1.5,2.75,3.0,2.625,-2,5,4,1,-3,business management
1.125,2.875,1.75,3.125,2.125,1.75,-2,3,2,1,2,psychology
3.125,2.375,3.75,3.875,2.75,1.25,-2,6,-3,1,-1,fine arts
1.25,1.0,1.375,1.25,1.375,1.125,0,1,2,1,0,buisness
2.625,5.0,3.75,2.125,3.0,3.125,2,-1,2,3,4,business management
2.875,4.25,2.75,3.875,3.75,3.25,0,-1,0,2,0,business management
2.25,2.75,2.75,2.75,1.125,2.25,-6,3,0,-5,6,liberal studies
1.125,2.0,2.0,4.0,2.5,2.875,1,5,6,6,0,psychology
2.25,3.25,3.875,3.125,3.875,3.125,-1,2,-1,0,1,psychology
2.875,3.875,3.25,3.375,2.75,3.0,1,4,6,6,6,psychology
1.125,4.625,3.5,3.625,2.25,3.125,-1,2,2,-3,6,psychology and philosophy
1.125,1.625,2.25,4.0,2.875,1.25,0,6,6,1,6,political science
1.0,2.25,1.5,2.625,1.0,1.5,-3,5,6,4,-1,psychology
1.0,1.0,1.375,2.25,2.125,1.75,-2,5,6,2,2,finance
1.0,1.0,2.875,2.125,1.5,1.125,-3,3,5,4,5,english
2.375,3.375,3.375,4.75,4.25,2.75,2,4,5,6,3,criminology
1.375,1.75,1.125,3.375,1.25,1.875,-2,2,6,2,2,psychology
3.375,1.5,2.25,4.0,3.75,4.0,-3,2,6,0,0,business
3.125,2.625,4.0,3.0,3.0,1.5,-4,4,6,0,1,economics
3.375,4.5,3.0,3.375,2.25,3.125,-5,-1,5,-4,1,nursing
1.625,4.5,3.125,3.0,2.25,2.375,1,0,0,-2,0,human services
1.875,1.25,2.75,2.125,3.375,2.25,-4,0,5,-2,5,communications
2.25,2.875,1.75,2.375,1.75,3.5,-4,4,3,-2,0,sociology
2.125,4.0,2.75,3.125,1.75,2.5,-5,0,0,5,2,physics
2.625,3.75,2.5,3.25,1.875,3.75,3,0,-4,-3,3,psychology
1.625,3.375,2.625,2.125,1.25,1.875,-1,-2,5,-1,5,nutrition and food science
1.0,2.5,3.0,3.0,1.625,1.125,5,5,5,1,2,psychology
1.0,2.5,2.75,3.875,3.5,1.0,4,1,3,3,4,marketing
5.0,5.0,5.0,5.0,4.5,3.25,-5,1,-3,-2,0,engineering
1.375,4.375,3.25,2.125,1.0,1.75,-4,-2,0,-2,4,chemistry
2.5,2.875,3.75,3.125,4.375,4.0,-3,4,-1,5,1,accountant
1.0,1.0,2.625,4.5,3.375,1.625,2,4,5,4,2,business administration
1.75,2.75,2.375,3.25,2.25,2.75,-3,0,-3,-1,1,chinese medicine
1.625,1.125,2.75,1.875,2.375,2.0,5,2,6,-1,4,business management
4.75,2.375,1.0,3.0,3.625,1.375,-2,0,-2,0,-3,computer science
2.75,3.0,3.375,3.75,3.5,2.5,3,3,0,0,3,management
2.125,1.125,2.625,3.0,2.5,2.625,-5,3,0,-1,2,economics
2.25,4.625,2.25,3.375,1.5,1.375,1,-2,-1,-3,4,mech engineering
3.875,3.5,2.5,2.75,2.375,2.0,-2,0,-3,-4,5,business administration
2.0,2.875,3.875,4.0,3.875,2.625,1,-2,-5,-2,6,law
1.0,2.25,1.875,3.625,2.125,1.5,-1,5,6,2,5,psychology
1.625,3.375,3.5,3.625,2.125,2.875,-5,-2,0,-1,0,psychology
1.875,4.875,4.875,4.375,2.625,1.5,5,5,-1,4,6,psychology
3.75,2.875,2.625,4.125,1.875,1.375,0,-1,1,0,-3,psychology
2.5,4.625,4.25,4.75,2.25,2.0,-6,6,6,6,6,legal studies
1.0,3.25,4.5,3.375,2.75,1.5,-4,0,5,2,0,global studies
1.25,2.25,1.25,4.125,3.5,3.75,-1,-1,6,4,3,business economics
1.5,3.0,2.625,3.25,1.125,1.0,3,6,1,1,4,social work
1.75,1.625,2.25,2.625,2.125,2.5,4,4,-2,0,0,engineering
2.5,1.875,3.875,3.625,3.0,2.75,3,0,3,-1,1,event management
1.0,4.25,2.5,4.0,2.5,2.75,-1,4,3,6,5,psychology
2.375,3.25,4.0,4.375,2.75,2.75,4,3,2,0,5,psychology philosophy
3.375,2.125,2.75,4.5,3.625,3.625,-2,3,5,3,0,mathematics
2.5,1.75,1.625,1.875,3.375,3.875,2,-5,4,-2,0,accounting
2.125,2.375,3.0,4.25,3.75,3.375,3,4,4,3,5,engineering
2.5,1.625,2.5,4.0,3.25,4.5,-3,2,3,4,5,statistics
1.875,4.625,1.75,4.0,1.625,2.5,-5,2,4,1,6,psychology
2.625,3.0,2.875,4.125,2.375,3.0,-1,2,3,1,2,administration
1.75,1.375,3.0,4.125,3.25,3.0,5,0,6,4,3,hospitality
2.625,2.375,2.0,2.5,2.875,4.25,-2,0,6,4,-1,accounting
5.0,5.0,4.75,3.25,3.0,4.0,0,0,0,0,0,electrical engineering
3.125,3.875,2.875,3.375,2.875,2.375,0,-3,2,6,4,economy
2.25,2.875,2.5,3.375,3.0,3.0,-3,3,2,2,-1,accounting
1.25,2.375,2.25,2.875,2.25,1.25,-4,6,6,5,4,english
3.375,3.25,3.375,3.5,4.375,3.25,0,0,1,0,3,economics
3.75,4.0,3.125,1.5,2.375,3.875,-3,-4,-1,0,2,law
1.0,1.75,3.875,2.125,3.125,2.5,3,-2,4,-1,6,management
4.5,4.75,2.375,3.25,2.25,1.625,1,-1,5,3,0,forensic science
1.625,4.875,4.375,4.625,3.0,2.375,6,6,5,4,6,psychology
2.25,3.375,3.5,3.625,2.5,1.5,5,4,5,4,6,computer science
1.5,2.5,2.125,4.125,2.625,3.375,-3,5,6,-1,4,psychology
1.0,1.375,1.375,3.5,1.5,1.125,-1,5,5,-3,1,psychology
1.375,1.375,3.875,3.875,3.0,2.125,5,3,6,1,3,theology
2.0,4.5,2.625,2.875,3.25,2.0,2,4,0,-5,0,secondary education
1.75,2.5,2.75,2.875,3.5,2.875,-3,-1,4,1,-1,business management
1.125,3.0,2.375,4.0,2.75,2.25,3,3,-3,0,3,social work
3.0,4.5,2.625,2.875,1.625,3.25,-4,3,2,2,-2,english
2.375,2.75,3.0,4.375,2.75,3.75,-6,7,6,6,6,mcom
2.25,3.25,3.625,3.75,3.375,1.875,2,-1,6,5,5,music
2.875,2.875,3.75,3.75,3.25,3.375,1,3,2,1,0,electronics and communications engineering
2.125,3.375,5.0,4.375,2.625,2.875,0,5,3,1,6,history
2.375,2.625,1.5,1.625,1.0,1.875,1,-2,-3,-4,4,paralegal
2.375,3.75,3.875,4.625,2.875,1.625,3,5,6,4,4,counseling
1.0,1.0,1.0,1.25,1.5,1.25,0,-1,5,-1,0,business administration
2.875,4.5,4.375,4.875,3.125,3.0,6,6,5,6,6,economics
1.75,2.25,3.875,3.0,3.125,1.5,2,3,3,-2,6,social sciences
3.375,2.0,3.875,4.125,4.625,2.375,-1,5,5,6,5,social work
3.125,4.625,3.625,4.0,3.125,4.375,5,1,3,3,4,chemical engineering
0.875,1.875,2.25,2.25,2.875,3.125,0,6,2,4,2,business
1.0,3.875,3.25,3.375,2.125,1.125,-2,3,-1,-2,1,psychology
1.0,3.125,1.0,2.625,1.0,1.0,-1,3,1,-6,0,psychology  criminal justice
1.0,2.0,2.375,2.0,1.0,1.0,0,1,1,-5,6,public health
2.875,1.875,1.5,3.875,3.875,3.375,0,4,5,5,0,business
1.625,1.875,2.875,3.125,2.5,3.125,-6,-2,-2,-6,0,social studies
2.375,3.75,2.0,3.125,2.875,3.0,-5,-1,5,1,0,economics
1.625,2.125,1.875,4.25,3.0,4.5,5,5,6,0,6,business administration
2.75,2.625,2.0,2.75,1.5,1.625,-5,5,0,1,-1,kinesiology
3.75,4.25,2.25,4.375,3.0,5.0,0,1,6,4,6,finance
1.125,1.5,2.875,3.5,2.0,1.75,0,0,-1,3,0,business management
2.875,4.5,3.875,2.5,1.875,1.5,-1,0,3,-4,6,electrical engineering
1.0,3.625,2.5,3.0,2.625,1.125,-4,4,6,4,4,english german
3.5,4.875,4.625,4.875,3.5,3.375,6,6,5,6,6,economics
1.0,2.0,1.25,4.625,2.125,1.0,1,3,4,3,2,psychology
4.25,3.75,3.125,3.125,1.0,5.0,-6,6,6,6,2,african studies
3.25,3.0,1.75,2.125,2.0,3.375,-2,4,0,-4,2,enginerring
4.5,4.5,2.5,4.0,3.5,3.75,0,4,6,0,-1,chemical engineering
2.375,2.75,2.125,2.5,2.75,3.625,-1,-1,4,4,-2,accounting
3.25,3.625,2.875,3.0,2.375,2.625,-4,0,4,-1,6,public relations
2.0,1.75,1.75,4.25,5.0,5.0,2,-2,6,3,3,criminal justice
1.125,3.875,1.625,3.125,1.0,3.5,0,4,-1,2,3,physics
1.625,3.75,3.0,4.375,4.125,3.375,2,-1,1,2,3,nursing
1.5,2.0,1.0,2.5,1.5,2.625,-1,2,6,6,0,criminal justice
3.125,2.5,3.75,3.25,3.625,3.125,0,1,5,2,4,mass communication
1.0,2.375,3.75,3.625,1.5,1.25,-2,4,-2,0,-2,philosophy
1.875,1.75,2.375,1.875,2.125,3.25,0,-1,5,0,2,criminal justice
1.0,1.5,3.5,3.25,2.875,1.375,3,2,6,5,5,early childhood education
1.0,1.25,1.625,1.875,1.875,1.25,-5,0,5,2,3,physiology
2.125,4.625,4.0,4.0,3.5,1.75,0,0,1,3,5,psychology
3.0,3.0,2.5,3.0,4.625,3.125,4,4,5,4,0,marketing
3.125,4.0,2.25,2.5,3.625,3.25,-4,1,4,1,0,computer science
2.5,3.125,4.375,4.25,3.0,2.25,0,1,5,0,5,chemistry
2.75,2.25,1.0,4.5,1.125,1.0,0,1,5,5,3,diesel technology
2.0,2.75,1.875,3.0,1.625,1.625,-4,5,4,2,2,forensic psychology
3.125,2.5,1.75,4.0,3.5,3.125,6,1,1,0,3,marketing
3.375,3.75,4.375,4.125,3.5,2.625,3,1,-6,-1,3,communications
1.375,3.75,2.125,2.25,1.25,2.0,-6,0,6,-4,-4,psychology
1.875,3.625,1.625,2.875,2.0,4.0,4,4,5,1,0,psychology
3.5,3.625,3.75,4.0,3.75,4.0,0,0,0,0,0,accounting
1.0,2.875,1.0,3.5,1.0,1.0,-4,4,6,2,6,psychology
1.5,1.75,2.0,3.75,1.75,1.0,-1,4,2,6,3,psychology
0.875,1.875,1.75,3.625,2.125,2.125,-4,5,5,-5,4,businesspsychology
1.25,5.0,4.375,3.875,1.25,1.0,3,3,6,1,6,mortuary science
2.875,3.5,4.125,4.25,3.0,3.75,4,4,3,0,4,psychology
2.25,2.375,1.375,1.875,2.25,1.625,1,2,3,0,1,law enforcement
1.125,3.375,1.125,1.5,1.0,1.0,6,2,-1,6,1,medical field
1.375,2.5,4.5,3.25,1.625,1.125,-3,4,4,0,6,general education
1.0,1.875,3.0,3.375,1.0,1.125,-6,6,6,-3,-2,elementary education
1.125,1.75,1.0,3.0,1.125,3.0,-4,2,6,1,-2,psychology
1.5,1.5,1.25,2.75,3.375,3.875,-1,2,5,6,6,criminology
1.25,1.5,1.375,2.5,4.25,3.75,4,0,-1,-2,-1,business
1.375,2.125,2.25,3.25,1.625,1.5,3,6,0,5,5,japanese studies
1.875,2.5,4.0,3.125,2.375,1.5,2,2,-3,2,4,engineering
1.375,2.125,1.25,2.125,2.125,3.5,-4,4,4,3,-2,psychology
1.5,4.25,4.75,4.875,4.125,1.625,4,-2,4,-2,4,art
1.0,2.25,4.75,3.875,2.375,1.625,-1,1,-1,-4,1,political science
4.0,2.375,3.125,3.75,3.125,1.375,2,2,3,1,5,communications
2.625,2.375,2.5,3.375,1.75,1.625,2,5,3,4,1,sociology
2.5,3.0,2.875,4.75,1.75,2.5,-2,3,3,0,1,administration
1.875,3.875,3.0,3.5,3.0,2.375,-4,-1,5,0,5,business
2.125,3.375,3.375,4.125,1.375,2.375,6,3,-3,-1,4,psychology
3.0,3.125,2.375,4.0,4.0,1.625,-1,0,6,5,2,computer science
